commentaire,dialect,classe
وهيدا اللي بدنا اياه الاستثمار مش حسنة شكراً ميشال عون و جبران باسيل رديتوا لنا كرامتنا,Lebanon,normal
يجب ان تعمم على كافة وظائف الدولة,Lebanon,normal
وادي وسخ بعد ماطردناه من مصر رايح يتمسح في بلد تانيه!!...,Lebanon,normal
انت ماعرفت  تضب زبالتك يابو عقل والا فيه احد يعيش بين وسخ غير عقول ناق…,Lebanon,hate
عم يتسابقو بتحريف و بقلب حقايق مقابلة جبران باسيل يلي واضحة متل عين شمس متل ما وطنيتو واضحة متل عين الشمس و إبداعو و فخرو بل…,Lebanon,normal
حقدكم الدفين وحسدكم على الاعراب اكلين الضب شاربي بول البعير كيف تفوقو عليكم جعلكم تفرغون انفعالاتكم…,Lebanon,hate
جبران باسيل يقول سوريا يجب ان تكون في حضننا بدل أن نرميها في حضن الأرهاب,Lebanon,normal
من نتائج الاتفاق الروسي الأمريكي الطيران الروسي يرتكب مجزرة في ادلب ذهب ضحيتها العشرات من المدنيين بين قتيل وجريح,Lebanon,normal
هذا البيطري حرام يكون بين البشر . قاتل سفاح عميل اسراءيلي .فتنجي وهلاء بلش بشرب بول البعير من ا…,Lebanon,hate
لاتتصارع مع خنزير في الوحل ،، فتتسخ إنت ويستمتع هو .,Lebanon,normal
للخروف عون,Lebanon,abusive
اخي الحاج اذا شعرت انك محرجا من الانتقادات لتصريح جبران باسيل لا داعي لأن تهاجم المنتقدين,Lebanon,normal
أعجبني فيديو  على  ملالي 27 | رضاع الكبير ، بول البعير ،,Lebanon,hate
اللي بيسمع هالمزايدات على جبران باسيل بفكر انو فوزي صلوخ او عدنان منصور كانوا يطلعوا كل يوم يحكوا بازالة اسرائيل,Lebanon,normal
ياشينك ياشيخ يعني لازم من التحرش ماهو فزت وخلاص,Lebanon,hate
جمهورية حزب الشيطان و خنازير حسن زميرة و أنصار الشيطان يظهرون من المجارير من حين لآخر،…,Lebanon,hate
قناة خنزيره وموظفيها خنازير فطبيعي اللي حصلك ليش الأستغراب هذا جزاء من يعيش مع الخنازير,Lebanon,hate
يا ريت حركة أمل وبري بردوا عا كلاب المستقبل أمثال القرد علوش وغيره اد ربع ربع ما بردوا عا جميل السيد,Lebanon,hate
من عبد اللطيف إلى أصغر سلتوح كلهم خنازير,Lebanon,hate
ما بقى تقول له بك ، أن زمن البكاويي دفن وأنتهى وأصبحت عظامه مكاحل,Lebanon,normal
جبران باسيل خراس يا زمك طلعت ريحتكم,Lebanon,hate
وطننا يحتاج الى طبقة حاكمة غير فاسدة,Lebanon,normal
يا كلب يا إبن الكلب إنت بدك تقسم الطايفة ب صوت الجايبهون بالإنتخابات يا خنزير بدك تقسم مشيخة العقل لبيطلع بإيدك يطلع بإجرك,Lebanon,abusive
اصمت أيها الذبابة المريضة العقاب لوهاب وهاب قاتل ابو دياب,Lebanon,abusive
انت تطلب من السوريين العودة الى لبنان هل تريد ان اقبل بهذا؟ انت تتكلم بالصراخ وانا اريد عقل وفكر اسمعه…,Lebanon,normal
جبران باسيل مسيحي خيب ظن أبناء دينه وجلدته من المسيحيين اللبنانيين بجميع طوائف المسيحيه,Lebanon,normal
جبران باسيل طلع صاحبو للسيد,Lebanon,normal
رأيك ونظرتك للعمالة والصداقة احترمها ما عليك الا ان تحترم ما انا اراه عن الصداقة,Lebanon,normal
هههه وانت لا تنسى ان تمسح بصقة اليهودي الذي إستباح ارضك وعِرضك من....... اما بول البعير ياجاهل فهو فخر ل…,Lebanon,hate
عمران خان يتعهد بمنح الجنسية الباكستانية لـ مليون ونصف لاجيء أفغاني | نجوم مصرية,Lebanon,normal
بدنا ندعس بقلبكن ولي شعب وسخ و مجرم متلكن متل نظامكن مجرمين روحي انقبري  الله لا يقيمكن و انشالله بضلكن بهالهمة لتنتهوا,Lebanon,hate
وءام وهاب ياغادر ابودياب اخرتك طعام للكلاب وانت واحد كذاب بضلك واقف عالبواب وتشحد الزعامه من اسيادك,Lebanon,abusive
حد هنا اتكلم قبل كدة عن عدم جدوى شكوانا ع النت من التحرش وانه مابيوصلش لطبقات كتير.. اللي اتكلموا واتحمقوا كانوا شب…,Lebanon,normal
تأهل اغوستو - الترجي - وفاق سطيف لنصف نهائي دوري ابطال افريقيا وبانتظار المتأهل اليوم بين الاهلي وحوريا الغيني,Lebanon,normal
كفو والله هكذا هم العرب هكذا هم الدروز هكذا هم الشرفاء قطر كل أبواب العرب مغلقه,Lebanon,normal
لو سم هم ، احسن من بول البعير الي تشربوه,Lebanon,hate
كلو التحرش بس هو يعني من 40 سنة مش كان في تحرش,Lebanon,normal
جبران باسيل بدو يعلّم لندن و واشنطن كيفية إدارة بلد من دون موازنة,Lebanon,normal
هذا الاجتماع الاول و الاخير في بداية المقاطعة يا بهيم,Lebanon,hate
اجلللللد خنازير الطرابيش,Lebanon,hate
اضحكتني لو انت بمكانو رح تسرق اكتر يعمي لازم يكون في شغل حقيقي كل واحد يتعاقب,Lebanon,normal
انت الفادي بس للاعور,Lebanon,normal
متشربين العنصرية لدرجة إنّو حتى لما بدهن يحكوا شي متطور وتقدمي بطلع رجعي وكريه,Lebanon,abusive
يعجبني التحرش بمؤخرة زوجتك وهي تتحرك بإثارة من تحت العباية المثيرة,Lebanon,hate
يعني ايه متبرجه دي !,Lebanon,normal
مبروك عليك شيخ الجمهورية الايرانية الطبل,Lebanon,abusive
لقاء خلدة يلي بيتضمن جعارين مرتدين لا فهم و لا أخلاق عملاء تابعين للجزمة السورية عيني لا انت و لا,Lebanon,abusive
ولك أنت سقفك زغرتا فهام بقا إذا بتدعس برا زغرتا ببزقوا عليك العالم وما بتسمع غير كلمة يا خاين,Lebanon,abusive
الحكومة البحرينية لـ لقاء وزير خارجيتنا بنظيره السوري عابر اول سؤال طبيعي ينطرح هو كيف سايعين الاثنين بصورة واحدة,Lebanon,normal
بعدهم  اخراج الافارقة ان شاء الله,Lebanon,hate
انت جالس تكذب على نفسك ياحمار بعيركم المعقّل معترف بلسانه بجلب خنازير شريفه وكلاب العصملي .وفو…,Lebanon,hate
لانك اعجمي خنزير بائع هوى ولا تمت للاخلاق والشرف بشىء محمدنا سيدنا ايها المعتوه,Lebanon,normal
عندما تباع الأحذية خلف الزجاج في محلات مكيفه، بينما تباع الكتب ع الأرصفة، عندما تستبدل العقول بالأرجل فعلى البشر السلام …,Lebanon,normal
و قول ان النقاب كمان بعيدا عن الدين و انه عفة و سبيل ل تقليل الفتنه اللي انتو بتقولو سبب التحرش هو حرية شخصية وان…,Lebanon,normal
قصدك بفضل الاحزاب,Lebanon,normal
مطلع القصيده الشطر الاول وحده يساوي مليون قصيده من الشعر الحالي,Lebanon,normal
هؤلاء إلى مزبلة التاريخ,Lebanon,normal
خراس ما الك علاقة,Lebanon,abusive
هذا ليس الكلاب من كلاب إيران وحزب الشيطان,Lebanon,hate
انت سوري درزي اكيد او علوي او خربطلي  اخرس ولاك  انت وبشارك معك,Lebanon,hate
نحتاج الى حكومه جديده والقديم يروح يتقاعد لان الشعب شحد من وراهم وفلسو البلد,Lebanon,normal
ذنب الكلب اعوج اجلكم الله.... الفرس لهم رب والعياذ ب الله...خنازير الفرس بيننا ك عرب,Lebanon,hate
خرسي يا بشعة,Lebanon,abusive
تتفلسفين عن أمور بينما الأمور المحرمة قطعيا وإ…,Lebanon,normal
خد حبة كل ست ساعات يمكن يعدل مخك التافه,Lebanon,abusive
التحرش مسألة غير مقبولة و لكن هاذ قضية التصفار فكرة غبية لاسباب أولها انه كاين ناس كتشوف بنات يتحرش بهن وساكتين وكي…,Lebanon,normal
قلك انك الان ادين خبر قوة...لعنة الله على بول البعير الي تلبقه...,Lebanon,hate
ما عم تقصري بس اسلب فكرة عجبتني بلا ما يضلوا معذبينا بيناتن وجعونا اجرينا,Lebanon,normal
هيك شخص بالنسبة لها الجنس الاخر كائن غريب بحياته ما احتك فيه  بيصير يفتكر ان شي مثل الطبخ هو فطرة غريزية,Lebanon,normal
كول هوا العمى شو انك حمار,Lebanon,abusive
من يسير في توجيهات المشايخ الأجلاء ينصره الله على كل مستبد,Lebanon,normal
